year,parent_entity,parent_type,lei,total_emissions_MtCO2e
2009,Westmoreland Mining,Investor-owned Company,,42.78950693041929450000
2010,Westmoreland Mining,Investor-owned Company,,51.77191580713837830000
2011,Westmoreland Mining,Investor-owned Company,,38.49150103872481060000
2012,Westmoreland Mining,Investor-owned Company,,38.36623074865585530000
2013,Westmoreland Mining,Investor-owned Company,,73.22136474747909800000
2014,Westmoreland Mining,Investor-owned Company,,79.22022354140041600000
2015,Westmoreland Mining,Investor-owned Company,,94.04093350777545900000
2016,Westmoreland Mining,Investor-owned Company,,96.51105183835499600000
2017,Westmoreland Mining,Investor-owned Company,,70.32178168906822800000
2018,Westmoreland Mining,Investor-owned Company,,59.28283988381726300000
2019,Westmoreland Mining,Investor-owned Company,,28.30931889407090100000
2020,Westmoreland Mining,Investor-owned Company,,16.50391828445079780000
2021,Westmoreland Mining,Investor-owned Company,,17.72486242067390300000
2022,Westmoreland Mining,Investor-owned Company,,19.17273238774795340000
2023,Westmoreland Mining,Investor-owned Company,,15.93495307723422670000
2006,Whitehaven Coal,Investor-owned Company,529900WCZ4I6ZO3RRP86,4.05766665269653060000
2007,Whitehaven Coal,Investor-owned Company,529900WCZ4I6ZO3RRP86,6.74262795112887200000
2008,Whitehaven Coal,Investor-owned Company,529900WCZ4I6ZO3RRP86,5.73010033202023920000
2009,Whitehaven Coal,Investor-owned Company,529900WCZ4I6ZO3RRP86,7.61914439752141780000
2010,Whitehaven Coal,Investor-owned Company,529900WCZ4I6ZO3RRP86,9.37973346656851620000
2011,Whitehaven Coal,Investor-owned Company,529900WCZ4I6ZO3RRP86,11.56598713170854600000
2012,Whitehaven Coal,Investor-owned Company,529900WCZ4I6ZO3RRP86,11.72970428405198200000
2013,Whitehaven Coal,Investor-owned Company,529900WCZ4I6ZO3RRP86,18.51766929275288000000
2014,Whitehaven Coal,Investor-owned Company,529900WCZ4I6ZO3RRP86,23.11434318547241200000
2015,Whitehaven Coal,Investor-owned Company,529900WCZ4I6ZO3RRP86,30.74104375925583800000
2016,Whitehaven Coal,Investor-owned Company,529900WCZ4I6ZO3RRP86,39.69511262973142400000
2017,Whitehaven Coal,Investor-owned Company,529900WCZ4I6ZO3RRP86,44.62677700339983200000
2018,Whitehaven Coal,Investor-owned Company,529900WCZ4I6ZO3RRP86,44.64944553218584200000
2019,Whitehaven Coal,Investor-owned Company,529900WCZ4I6ZO3RRP86,46.23876127262750400000
2020,Whitehaven Coal,Investor-owned Company,529900WCZ4I6ZO3RRP86,41.89144119655412100000
2021,Whitehaven Coal,Investor-owned Company,529900WCZ4I6ZO3RRP86,41.49852003092987800000
2022,Whitehaven Coal,Investor-owned Company,529900WCZ4I6ZO3RRP86,40.59429760490998000000
2023,Whitehaven Coal,Investor-owned Company,529900WCZ4I6ZO3RRP86,36.82376565016963000000
2000,Wolverine Fuels,Investor-owned Company,549300MICUGME9NZXH40,12.39555819854016500000
2001,Wolverine Fuels,Investor-owned Company,549300MICUGME9NZXH40,13.26904161300104300000
2002,Wolverine Fuels,Investor-owned Company,549300MICUGME9NZXH40,13.28711453269700900000
2003,Wolverine Fuels,Investor-owned Company,549300MICUGME9NZXH40,12.17177901139467300000
2004,Wolverine Fuels,Investor-owned Company,549300MICUGME9NZXH40,10.08558791183084200000
2005,Wolverine Fuels,Investor-owned Company,549300MICUGME9NZXH40,10.48445774197087300000
2006,Wolverine Fuels,Investor-owned Company,549300MICUGME9NZXH40,10.88332757211090400000
2007,Wolverine Fuels,Investor-owned Company,549300MICUGME9NZXH40,13.49453452659182000000
2008,Wolverine Fuels,Investor-owned Company,549300MICUGME9NZXH40,7.14052685535320900000
2009,Wolverine Fuels,Investor-owned Company,549300MICUGME9NZXH40,3.20092583171005900000
2010,Wolverine Fuels,Investor-owned Company,549300MICUGME9NZXH40,8.34641410618397800000
2011,Wolverine Fuels,Investor-owned Company,549300MICUGME9NZXH40,13.49190238065789800000
2012,Wolverine Fuels,Investor-owned Company,549300MICUGME9NZXH40,18.63739065513181700000
2013,Wolverine Fuels,Investor-owned Company,549300MICUGME9NZXH40,23.78287892960574000000
2014,Wolverine Fuels,Investor-owned Company,549300MICUGME9NZXH40,33.96182307444372000000
2015,Wolverine Fuels,Investor-owned Company,549300MICUGME9NZXH40,30.08870281807455500000
2016,Wolverine Fuels,Investor-owned Company,549300MICUGME9NZXH40,26.72280619349943700000
2017,Wolverine Fuels,Investor-owned Company,549300MICUGME9NZXH40,26.80159821397230000000
2018,Wolverine Fuels,Investor-owned Company,549300MICUGME9NZXH40,22.30060404446000500000
2019,Wolverine Fuels,Investor-owned Company,549300MICUGME9NZXH40,21.43881632053806300000
2020,Wolverine Fuels,Investor-owned Company,549300MICUGME9NZXH40,20.05749371162318000000
2021,Wolverine Fuels,Investor-owned Company,549300MICUGME9NZXH40,16.85410562927335000000
2022,Wolverine Fuels,Investor-owned Company,549300MICUGME9NZXH40,15.81996036056702200000
2023,Wolverine Fuels,Investor-owned Company,549300MICUGME9NZXH40,13.48574675405845500000
1971,Woodside Energy,Investor-owned Company,2549005ZC5RXAOO7FH41,0.24135891736493417000
1972,Woodside Energy,Investor-owned Company,2549005ZC5RXAOO7FH41,0.27488098922117500000
1973,Woodside Energy,Investor-owned Company,2549005ZC5RXAOO7FH41,0.30840306107741590000
1974,Woodside Energy,Investor-owned Company,2549005ZC5RXAOO7FH41,0.34862954730490500000
1975,Woodside Energy,Investor-owned Company,2549005ZC5RXAOO7FH41,0.32851630419116040000
1976,Woodside Energy,Investor-owned Company,2549005ZC5RXAOO7FH41,0.50953549221486090000
1977,Woodside Energy,Investor-owned Company,2549005ZC5RXAOO7FH41,0.56317080718484640000
1978,Woodside Energy,Investor-owned Company,2549005ZC5RXAOO7FH41,0.65703260838232080000
1979,Woodside Energy,Investor-owned Company,2549005ZC5RXAOO7FH41,0.75759882395104340000
1980,Woodside Energy,Investor-owned Company,2549005ZC5RXAOO7FH41,0.88498269700475860000
1981,Woodside Energy,Investor-owned Company,2549005ZC5RXAOO7FH41,0.99225332694472960000
1982,Woodside Energy,Investor-owned Company,2549005ZC5RXAOO7FH41,1.06600188502845920000
1983,Woodside Energy,Investor-owned Company,2549005ZC5RXAOO7FH41,0.83711317839404680000
1984,Woodside Energy,Investor-owned Company,2549005ZC5RXAOO7FH41,0.67083260156901735000
1985,Woodside Energy,Investor-owned Company,2549005ZC5RXAOO7FH41,2.40417602668429432000
1986,Woodside Energy,Investor-owned Company,2549005ZC5RXAOO7FH41,3.86091495759052150000
